FID,Plant,Log_number,Latitude,Longitude,Observatio,issues,BIO1_30s,BIO2_30s,BIO3_30s,BIO4_30s,BIO5_30s,BIO6_30s,BIO7_30s,BIO8_30s,BIO9_30s,BIO10_30s,BIO11_30s,BIO12_30s,BIO13_30s,BIO14_30s,BIO15_30s,BIO16_30s,BIO17_30s,BIO18_30s,BIO19_30s
816,Lonicera maackii,1836687399,38.288025,-85.679615,HUMAN_OBSERVATION,gass84,13.21666669,11.49999994,31.50684833,900.9296556,30.70000076,-5.800000191,36.50000095,12.98333339,19.51666673,24.0666666,1.683333317,1150,119,74,16.00360352,337,245,307,259
817,Lonicera maackii,1836677985,38.32247,-84.246196,HUMAN_OBSERVATION,gass84,12.27500003,12.58333355,33.64527679,891.7258549,30,-7.400000095,37.4000001,11.78333321,13.45000035,22.96666654,0.900000016,1134,117,71,16.77473719,334,243,310,247
818,Lonicera maackii,1837097551,38.344528,-84.031326,HUMAN_OBSERVATION,"cdround,gass84",11.97083331,12.27499992,33.26558237,887.01096,29.5,-7.400000095,36.9000001,20.51666689,13.16666647,22.60000006,0.650000016,1153,120,73,16.69269604,339,249,318,250
819,Lonicera maackii,1261005784,38.34055,-90.99666,PRESERVED_SPECIMEN,gass84,12.61666664,11.83333324,30.73593088,952.5452293,30.89999962,-7.599999905,38.49999952,17.75,0.333333413,24.01666673,0.333333413,1016,114,50,20.68687373,304,181,273,181
820,Lonicera maackii,1847429683,38.26442,-83.912437,HUMAN_OBSERVATION,gass84,12.07083341,12.65833354,34.11949661,881.8561455,29.70000076,-7.400000095,37.10000086,20.5333333,13.2833335,22.63333337,0.816666762,1160,122,73,16.58078584,343,250,323,254
821,Lonicera maackii,1847518263,38.201716,-85.704045,HUMAN_OBSERVATION,"cdround,gass84",13.27083329,11.74166672,31.99364164,898.4493142,30.70000076,-6,36.70000076,13.06666638,19.5333333,24.08333333,1.76666677,1155,120,73,15.30294345,339,245,304,264
822,Lonicera maackii,1258145260,38.203611,-85.33,PRESERVED_SPECIMEN,"cdround,gass84,iddatunl",12.68749998,12.39166638,33.31093172,889.7704672,30.29999924,-6.900000095,37.19999933,21.33333333,19.01666665,23.36666679,1.299999952,1203,125,77,15.61689579,353,254,324,275
823,Lonicera maackii,1257647581,38.168056,-89.750278,PRESERVED_SPECIMEN,"cdround,gass84,iddatunl",13.12500003,11.78333315,30.36941594,962.8402708,31.29999924,-7.5,38.79999924,12.96666672,0.683333278,24.60000038,0.683333278,1044,109,56,18.20762631,307,201,280,201
824,Lonicera maackii,176976923,38.24211,-90.39583,PRESERVED_SPECIMEN, ,13.0041666,11.75833344,30.46200419,958.2380972,31.29999924,-7.300000191,38.59999943,12.90000006,0.649999936,24.44999981,0.649999936,993,104,52,18.63830842,295,193,254,193
825,Lonicera maackii,1836675674,38.003506,-84.554478,HUMAN_OBSERVATION,gass84,12.5666666,12.3166666,33.65209507,875.6798147,29.89999962,-6.699999809,36.59999943,21.06666629,13.63333325,23.08333317,1.400000056,1167,120,69,16.81490915,349,243,325,265
826,Lonicera maackii,1258086175,38.029167,-91.313611,PRESERVED_SPECIMEN,"cdround,gass84",12.74166675,12.26666665,31.69681243,943.1182288,31.20000076,-7.5,38.70000076,17.75000016,0.600000064,24.01666705,0.600000064,1035,118,49,21.38709421,312,181,279,181
828,Lonicera maackii,1841297532,37.8897,-84.2917,HUMAN_OBSERVATION,gass84,12.61666666,12.4000002,33.97260284,869.1723616,30.10000038,-6.400000095,36.50000048,20.98333343,13.75000004,23.04999987,1.550000072,1169,121,71,15.71406524,343,252,320,262
829,Lonicera maackii,1836684495,37.895556,-84.079167,HUMAN_OBSERVATION,gass84,12.71666652,12.94999984,34.8118277,871.6815702,30.5,-6.699999809,37.19999981,21.03333314,13.91666653,23.16666635,1.616666714,1164,119,70,15.53020876,339,252,320,262
830,Lonicera maackii,1668874861,37.965716,-91.778058,HUMAN_OBSERVATION,"cdround,gass84",12.79166667,11.7333331,30.79614956,941.2415205,31.10000038,-7,38.10000038,17.78333314,0.700000048,24.11666679,0.700000048,1093,122,51,22.06451529,330,186,299,186
831,Lonicera maackii,1831150262,37.932877,-91.753747,HUMAN_OBSERVATION,"cdround,gass84",12.88333337,12.0999999,31.42857196,941.6989749,31.29999924,-7.199999809,38.49999905,17.86666679,0.76666673,24.19999981,0.76666673,1092,121,51,21.76381997,329,187,299,187
832,Lonicera maackii,1831152925,37.955608,-84.909157,HUMAN_OBSERVATION,"cdround,gass84",12.83333343,12.38333325,33.65036278,878.8560088,30.29999924,-6.5,36.79999924,21.35000006,13.86666669,23.38333352,1.616666754,1184,122,73,15.35020674,348,252,321,272
834,Lonicera maackii,1668887876,37.933764,-91.756023,HUMAN_OBSERVATION,"cdround,gass84",12.8458334,12.00833333,31.35335017,939.8076733,31.20000076,-7.099999905,38.30000067,17.81666692,0.766666651,24.15000025,0.766666651,1093,121,51,21.76116932,329,187,300,187
835,Lonicera maackii,1836677986,37.977913,-84.452881,HUMAN_OBSERVATION,gass84,12.55000002,12.38333339,33.742053,874.6557844,30,-6.699999809,36.69999981,21.03333346,13.63333325,23.06666676,1.399999936,1166,120,70,16.13496126,345,247,322,263
837,Lonicera maackii,1836675707,37.887223,-84.397409,HUMAN_OBSERVATION,gass84,12.69999996,12.5166666,34.10535786,871.7198249,30.20000076,-6.5,36.70000076,21.13333337,13.80000007,23.16666667,1.583333373,1173,121,71,15.70659295,344,252,321,264
838,Lonicera maackii,1097910418,37.97192,-79.00906,PRESERVED_SPECIMEN,gass84,11.45416665,11.79166659,34.17874469,822.2017427,28.29999924,-6.199999809,34.49999905,19.51666673,1.133333445,21.4666667,1.133333445,1120,109,77,12.35693184,308,234,297,234
839,Lonicera maackii,1258088028,37.90056,-84.268333,PRESERVED_SPECIMEN,gass84,12.90000012,12.83333344,34.59119489,873.8394964,30.60000038,-6.5,37.10000038,21.30000035,14.03333334,23.38333352,1.76666677,1154,118,70,15.58842898,337,249,316,259
840,Lonicera maackii,1260980243,37.88611,-91.79472,PRESERVED_SPECIMEN,gass84,13.04166668,11.9833334,31.20659732,941.5505538,31.5,-6.900000095,38.4000001,18.01666665,0.949999889,24.36666679,0.949999889,1085,120,51,21.48377161,326,187,295,187
841,Lonicera maackii,1847430514,37.815967,-84.730653,HUMAN_OBSERVATION,"cdround,gass84",13.05000009,12.33333338,33.78995492,870.5849791,30.39999962,-6.099999905,36.49999952,21.50000032,14.06666664,23.51666689,1.949999889,1188,120,73,15.13574937,344,255,320,273
842,Lonicera maackii,1500316361,37.737964,-84.278617,HUMAN_OBSERVATION,gass84,12.75833333,12.8333334,34.87318932,864.3805712,30.29999924,-6.5,36.79999924,21.0666666,13.88333333,23.13333321,1.733333468,1180,122,73,14.94016796,343,260,320,264
843,Lonicera maackii,1500297131,37.798337,-88.688508,HUMAN_OBSERVATION,"cdround,gass84",13.28333325,11.73333313,30.87719245,936.8451202,31,-7,38,13.21666654,19.84999975,24.41666667,1.166666706,1154,121,75,17.71086102,354,240,288,252
844,Lonicera maackii,1572334448,37.743218,-97.270055,HUMAN_OBSERVATION,"cdround,gass84",13.58749976,12.24166651,30.37634498,1005.656984,33.09999847,-7.199999809,40.29999828,23.26666609,0.883333405,25.81666597,0.883333405,821,119,22,45.54449313,317,79,287,79
845,Lonicera maackii,1671719145,37.780655,-84.644378,HUMAN_OBSERVATION,"cdround,gass84",13.15416665,12.45833335,33.9464117,870.5913696,30.70000076,-6,36.70000076,21.61666648,14.1499999,23.63333321,2.066666802,1180,119,71,15.18483764,341,254,318,271
846,Lonicera maackii,1836677984,37.74614,-84.301565,HUMAN_OBSERVATION,gass84,12.69999995,12.7,34.60490391,863.660287,30.20000076,-6.5,36.70000076,21,13.83333345,23.0666666,1.699999928,1183,123,73,15.15957224,344,260,320,265
847,Lonicera maackii,1836677989,37.77422,-84.321111,HUMAN_OBSERVATION,gass84,12.74166648,12.73333326,34.60144979,865.9567241,30.29999924,-6.5,36.79999924,21.08333302,13.84999986,23.13333305,1.699999928,1177,122,72,15.19956192,343,257,320,264
848,Lonicera maackii,1802607840,37.799331,-90.301546,HUMAN_OBSERVATION,gass84,12.38750003,11.2583334,29.94237576,935.6090046,30.10000038,-7.5,37.60000038,12.15000007,0.316666683,23.51666673,0.316666683,1089,112,57,19.18506638,321,211,283,211
849,Lonicera maackii,1453191303,37.855881,-84.424825,HUMAN_OBSERVATION,gass84,12.8958334,12.62500018,34.21409255,871.3168226,30.5,-6.400000095,36.9000001,21.33333333,13.95000003,23.36666679,1.800000032,1165,120,70,15.59875833,341,250,318,264
850,Lonicera maackii,1453188618,37.746369,-84.322242,HUMAN_OBSERVATION,"cdround,gass84",12.74583323,12.72500009,34.67302404,863.3298552,30.20000076,-6.5,36.70000076,21.0666666,13.84999986,23.0999999,1.733333389,1183,123,73,15.15957224,344,260,320,265
852,Lonicera maackii,1260924331,37.8275,-94.3,PRESERVED_SPECIMEN,gass84,13.37916654,12.02499982,30.67602121,966.3766722,32.09999847,-7.099999905,39.19999838,18.41666683,0.966666579,24.98333295,0.966666579,1116,138,41,32.91470669,373,148,327,148
853,Lonicera maackii,1500310406,37.716598,-84.295758,HUMAN_OBSERVATION,gass84,12.73750006,12.79166662,34.85467671,861.9378995,30.20000076,-6.5,36.70000076,21.03333346,13.88333333,23.06666692,1.750000119,1183,123,73,15.04423864,343,261,319,265
854,Lonicera maackii,1500311675,37.723938,-84.296914,HUMAN_OBSERVATION,"cdround,gass84",12.76249999,12.82500008,34.85054441,863.8211138,30.29999924,-6.5,36.79999924,21.0666666,13.88333333,23.13333321,1.750000119,1181,123,73,14.95918994,343,261,319,264
855,Lonicera maackii,1836684323,37.657572,-84.362803,HUMAN_OBSERVATION,gass84,12.96666671,12.88333342,35.00905804,860.6771511,30.5,-6.300000191,36.80000019,21.26666705,14.03333328,23.30000003,1.999999921,1185,123,73,14.69729637,342,262,318,267
856,Lonicera maackii,1836684557,37.715087,-84.293475,HUMAN_OBSERVATION,gass84,12.73750006,12.79166662,34.85467671,861.9378995,30.20000076,-6.5,36.70000076,21.03333346,13.88333333,23.06666692,1.750000119,1183,123,73,15.04423864,343,261,319,265
857,Lonicera maackii,1500312574,37.714279,-84.296202,HUMAN_OBSERVATION,gass84,12.73750006,12.79166662,34.85467671,861.9378995,30.20000076,-6.5,36.70000076,21.03333346,13.88333333,23.06666692,1.750000119,1183,123,73,15.04423864,343,261,319,265
859,Lonicera maackii,1265572079,37.7056,-97.355933,HUMAN_OBSERVATION,"cdround,gass84",13.70416673,11.94166669,29.7797168,1008.0888,33.20000076,-6.900000095,40.10000086,23.4000001,0.983333349,25.98333391,0.983333349,807,116,22,45.22154331,311,78,280,78
860,Lonicera maackii,1836677962,37.726479,-84.29978,HUMAN_OBSERVATION,gass84,12.73333329,12.76666668,34.78655699,862.368125,30.20000076,-6.5,36.70000076,21.03333346,13.84999986,23.08333333,1.750000119,1182,123,73,14.97760284,343,261,319,265
861,Lonicera maackii,1265894954,37.715283,-89.199438,HUMAN_OBSERVATION,"cdround,gass84",13.48749997,11.47499995,30.27704504,944.32304,31.39999962,-6.5,37.89999962,13.41666649,20.03333314,24.76666673,1.300000111,1158,123,73,17.50705349,353,250,287,250
862,Lonicera maackii,1265571776,37.6273,-97.327637,HUMAN_OBSERVATION,"cdround,gass84",13.79583338,12.25833338,30.41769946,1004.3122,33.40000153,-6.900000095,40.30000162,23.45000013,1.116666635,26.03333314,1.116666635,812,115,23,44.31299477,310,80,280,80
863,Lonicera maackii,1265573431,37.627278,-97.327683,HUMAN_OBSERVATION,"cdround,gass84",13.79583338,12.25833338,30.41769946,1004.3122,33.40000153,-6.900000095,40.30000162,23.45000013,1.116666635,26.03333314,1.116666635,812,115,23,44.31299477,310,80,280,80
864,Lonicera maackii,1836677968,37.730701,-84.322346,HUMAN_OBSERVATION,gass84,12.78749994,12.77500018,34.80926543,863.044611,30.29999924,-6.400000095,36.69999933,21.09999975,13.88333333,23.14999978,1.78333346,1182,123,73,15.08146672,343,260,319,265
865,Lonicera maackii,1265597435,37.731287,-89.203287,HUMAN_OBSERVATION,"cdround,gass84",13.60833332,11.65000038,30.49738259,947.3523655,31.70000076,-6.5,38.20000076,13.51666671,1.400000016,24.94999981,1.400000016,1149,122,72,17.57451361,350,247,286,247
866,Lonicera maackii,1323000921,37.715925,-84.294217,HUMAN_OBSERVATION,gass84,12.73750006,12.79166662,34.85467671,861.9378995,30.20000076,-6.5,36.70000076,21.03333346,13.88333333,23.06666692,1.750000119,1183,123,73,15.04423864,343,261,319,265
867,Lonicera maackii,1144278002,37.627472,-97.327628,HUMAN_OBSERVATION,"cdround,gass84",13.79583338,12.25833338,30.41769946,1004.3122,33.40000153,-6.900000095,40.30000162,23.45000013,1.116666635,26.03333314,1.116666635,812,115,23,44.31299477,310,80,280,80
868,Lonicera maackii,1141840126,37.63275,-98.96196,PRESERVED_SPECIMEN, ,13.21666654,14.01666626,33.77510057,990.6846357,33.59999847,-7.900000095,41.49999857,22.83333302,0.900000016,25.38333321,0.900000016,638,97,13,51.40881303,262,56,250,56
869,Lonicera maackii,1257660392,37.617222,-90.634167,PRESERVED_SPECIMEN,"cdround,gass84",12.59583349,11.90833356,31.25546797,930.9732467,30.70000076,-7.400000095,38.10000086,12.35000011,0.600000064,23.66666698,0.600000064,1098,113,58,19.18174753,327,215,282,215
870,Lonicera maackii,1837124743,37.698809,-95.470678,PRESERVED_SPECIMEN, ,13.64583328,11.99166658,30.435703,975.2376248,32.59999847,-6.800000191,39.39999866,22.9666667,1.116666555,25.33333302,1.116666555,992,136,29,40.31123728,348,108,335,108
871,Lonicera maackii,176976889,37.67918,-95.54881,PRESERVED_SPECIMEN, ,13.61666661,12.09999996,30.55555664,975.6660362,32.59999847,-7,39.59999847,22.91666667,1.083333294,25.29999956,1.083333294,996,136,29,40.46345611,350,107,335,107
872,Lonicera maackii,1837771598,37.551269,-77.520304,HUMAN_OBSERVATION,gass84,14.27916673,11.85833321,33.97803249,832.3937632,31.39999962,-3.5,34.89999962,23.73333343,3.799999952,24.41666698,3.799999952,1086,105,77,10.37335858,302,250,295,250
873,Lonicera maackii,1847462952,37.573328,-84.310078,HUMAN_OBSERVATION,"cdround,gass84",12.8791664,12.59166646,34.68778712,855.4117863,30.29999924,-6,36.29999924,21.11666616,1.983333349,23.14999962,1.983333349,1190,125,75,14.57852493,343,266,317,266
874,Lonicera maackii,1571142330,37.589396,-77.469301,HUMAN_OBSERVATION,"cdround,gass84",14.15416658,12.05833332,34.3542263,829.9902932,31.39999962,-3.700000048,35.09999967,23.58333302,3.699999968,24.23333295,3.699999968,1095,106,78,10.26433436,305,252,298,252
875,Lonicera maackii,1831152853,37.596069,-77.47366,HUMAN_OBSERVATION,"cdround,gass84",14.17916667,12.09166678,34.44919343,831.571506,31.39999962,-3.700000048,35.09999967,23.61666648,3.699999968,24.28333314,3.699999968,1092,105,78,10.03730796,303,252,296,252
876,Lonicera maackii,1703144486,37.599626,-89.19312,HUMAN_OBSERVATION,"cdround,gass84",13.40416663,11.24166661,29.97777723,936.0299585,31.10000038,-6.400000095,37.50000048,13.28333328,19.9333334,24.58333333,1.333333373,1185,126,77,17.31187968,361,254,287,262
877,Lonicera maackii,1265592550,37.584493,-89.064379,HUMAN_OBSERVATION,"cdround,gass84",13.27916672,11.00833332,29.67205791,930.5508173,30.79999924,-6.300000191,37.09999943,13.15000008,19.80000019,24.36666679,1.266666651,1189,125,77,16.9856225,362,254,289,264
878,Lonicera maackii,1453201637,37.582853,-89.180558,HUMAN_OBSERVATION,"cdround,gass84",13.10416663,10.95833349,29.61711717,930.196598,30.60000038,-6.400000095,37.00000048,12.96666658,19.63333305,24.1833334,1.100000024,1200,127,78,16.95565086,365,259,289,266
879,Lonicera maackii,1453199806,37.592467,-89.204455,HUMAN_OBSERVATION,"cdround,gass84",13.49166661,11.35000011,30.10610163,938.6083219,31.29999924,-6.400000095,37.69999933,13.36666662,20.03333314,24.69999981,1.383333405,1180,125,76,17.30592698,360,254,286,260
880,Lonicera maackii,1038336694,37.497191,-88.794889,HUMAN_OBSERVATION,gass84,13.42916662,11.49166651,30.89157679,918.2801615,30.89999962,-6.300000191,37.19999981,13.33333339,19.88333305,24.35000006,1.566666603,1207,125,78,16.38905735,366,252,296,274
881,Lonicera maackii,1052586754,37.561044,-84.235783,HUMAN_OBSERVATION,gass84,12.38333335,11.93333344,33.61502331,849.9875225,29.60000038,-5.900000095,35.50000048,20.50000016,1.549999913,22.55000003,1.549999913,1213,127,77,14.28420877,350,272,324,272
882,Lonicera maackii,1837124750,37.597857,-95.403988,PRESERVED_SPECIMEN, ,13.70833324,12.04999989,30.66157867,969.8144743,32.59999847,-6.699999809,39.29999828,18.68333348,1.26666681,25.34999975,1.26666681,1005,133,32,38.90106079,347,113,325,113
883,Lonicera maackii,1847431800,37.460336,-89.21689,HUMAN_OBSERVATION,"cdround,gass84",13.45833344,11.63333346,30.85764782,931.0303147,31.20000076,-6.5,37.70000076,13.30000015,20.01666689,24.56666692,1.450000048,1208,129,80,17.26392331,369,260,284,272
884,Lonicera maackii,1453251655,37.413387,-88.978151,HUMAN_OBSERVATION,gass84,13.87083339,11.90833364,31.42040491,925.6949699,31.70000076,-6.199999809,37.90000057,13.73333351,20.38333337,24.91666667,1.933333357,1195,125,79,16.22853695,363,254,287,272
885,Lonicera maackii,1257683438,37.3367,-89.5056,PRESERVED_SPECIMEN,gass84,13.76249996,11.67500037,30.80475101,936.1481053,31.79999924,-6.099999905,37.89999914,13.53333322,20.38333337,24.94999981,1.716666698,1189,126,75,16.60738644,361,264,284,265
887,Lonicera maackii,1030802575,37.357119,111.17958,PRESERVED_SPECIMEN,gass84,8.870833391,13.0416665,30.32945697,1086.680641,29,-14,43,19.95000013,-5.316666548,21.63333352,-5.316666548,498,119,2,99.88984181,313,9,294,9
888,Lonicera maackii,1677279296,37.249393,-79.933261,HUMAN_OBSERVATION,"cdround,gass84",12.89999999,12.58333322,36.05539547,809.6604314,30.10000038,-4.800000191,34.90000057,22.08333333,2.699999928,22.75000016,2.699999928,1071,104,73,11.63195044,296,227,290,227
889,Lonicera maackii,1836677961,37.202581,-88.782042,HUMAN_OBSERVATION,"cdround,gass84",14.09166652,11.94999985,31.95187199,909.3924689,31.79999924,-5.599999905,37.39999914,13.93333308,20.48333311,24.96666622,2.383333365,1228,124,79,15.14099846,367,260,293,288
890,Lonicera maackii,1453117465,37.269926,-88.847734,HUMAN_OBSERVATION,gass84,14.08333329,12.11666671,32.05467409,915.2901461,31.89999962,-5.900000095,37.79999971,13.93333328,20.51666657,25.01666641,2.299999992,1216,125,78,15.50881718,366,257,292,283
891,Lonicera maackii,1257572613,37.215833,-90.196944,PRESERVED_SPECIMEN,"cdround,gass84",13.42499982,12.39999996,31.87660688,938.7213148,31.89999962,-7,38.89999962,13.01666661,1.349999905,24.58333302,1.349999905,1183,125,73,16.86017375,355,259,289,259
892,Lonicera maackii,1807270444,37.136851,-88.431063,HUMAN_OBSERVATION,"cdround,gass84",14.35833314,11.71666648,31.83876786,899.6484907,31.89999962,-4.900000095,36.79999971,14.28333306,20.64999978,25.11666648,2.766666651,1259,126,80,15.00101953,372,261,298,305
893,Lonicera maackii,1453197029,37.139272,-80.569367,HUMAN_OBSERVATION,"cdround,gass84",11.91249992,13.64166671,38.21195227,801.3741585,29.29999924,-6.400000095,35.69999933,19.71666638,1.800000032,21.61666632,1.800000032,979,100,64,13.80113169,283,202,273,202
895,Lonicera maackii,891763765,37.148173,-88.69404,HUMAN_OBSERVATION,gass84,14.22916659,12.12500008,32.41978664,904.763792,31.89999962,-5.5,37.39999962,14.11666671,20.56666629,25.03333314,2.566666643,1240,124,79,15.15652209,369,261,294,294
896,Lonicera maackii,1260998208,37.18361,-93.05917,PRESERVED_SPECIMEN,gass84,12.95833346,11.74999999,31.41711219,914.4865363,31,-6.400000095,37.4000001,17.58333349,1.266666651,23.96666686,1.266666651,1105,121,48,24.54697541,336,181,288,181
897,Lonicera maackii,1303823919,37.146404,111.77899,PRESERVED_SPECIMEN,"cdround,gass84",10.92499999,13.83333329,32.93650784,1032.288937,30.60000038,-11.39999962,42,21.3166666,-2.433333357,23.06666676,-2.433333357,477,120,4,102.080768,303,17,289,17
898,Lonicera maackii,1838354007,36.992554,-86.416504,HUMAN_OBSERVATION,"cdround,gass84",13.98333327,12.74999984,34.18230503,875.6460747,31.60000038,-5.699999809,37.30000019,13.76666649,20.2166667,24.48333327,2.766666691,1288,131,79,14.61810795,364,264,310,326
899,Lonicera maackii,1802639087,36.984592,-86.451239,HUMAN_OBSERVATION,"cdround,gass84",13.8958335,12.44166666,33.71725418,874.0045304,31.39999962,-5.5,36.89999962,13.66666694,20.10000038,24.38333352,2.699999928,1288,131,79,14.72370606,365,263,309,326
900,Lonicera maackii,1831152188,36.985948,-86.446177,HUMAN_OBSERVATION,"cdround,gass84",13.89166682,12.38333335,33.65036261,873.2770964,31.39999962,-5.400000095,36.79999971,13.66666687,20.10000038,24.36666679,2.700000008,1291,131,79,14.69571029,365,264,310,327
901,Lonicera maackii,1802637379,36.985986,-86.446403,HUMAN_OBSERVATION,"cdround,gass84",13.89166682,12.38333335,33.65036261,873.2770964,31.39999962,-5.400000095,36.79999971,13.66666687,20.10000038,24.36666679,2.700000008,1291,131,79,14.69571029,365,264,310,327
902,Lonicera maackii,1802637398,36.984549,-86.450522,HUMAN_OBSERVATION,"cdround,gass84",13.8958335,12.44166666,33.71725418,874.0045304,31.39999962,-5.5,36.89999962,13.66666694,20.10000038,24.38333352,2.699999928,1288,131,79,14.72370606,365,263,309,326
903,Lonicera maackii,1802639088,36.98448,-86.451008,HUMAN_OBSERVATION,"cdround,gass84",13.8958335,12.44166666,33.71725418,874.0045304,31.39999962,-5.5,36.89999962,13.66666694,20.10000038,24.38333352,2.699999928,1288,131,79,14.72370606,365,263,309,326
904,Lonicera maackii,1677343200,36.984706,-86.45126,HUMAN_OBSERVATION,"cdround,gass84",13.8958335,12.44166666,33.71725418,874.0045304,31.39999962,-5.5,36.89999962,13.66666694,20.10000038,24.38333352,2.699999928,1288,131,79,14.72370606,365,263,309,326
905,Lonicera maackii,1802635835,36.953414,-86.47201,HUMAN_OBSERVATION,"cdround,gass84",13.96666659,12.79999977,34.40860172,873.6166565,31.5,-5.699999809,37.19999981,13.73333319,20.1833334,24.4333334,2.766666571,1288,131,79,14.79717636,366,263,308,326
906,Lonicera maackii,1831152278,36.984426,-86.450525,HUMAN_OBSERVATION,"cdround,gass84",13.8958335,12.44166666,33.71725418,874.0045304,31.39999962,-5.5,36.89999962,13.66666694,20.10000038,24.38333352,2.699999928,1288,131,79,14.72370606,365,263,309,326
907,Lonicera maackii,1802641637,36.985184,-86.451907,HUMAN_OBSERVATION,"cdround,gass84",13.8958335,12.44166666,33.71725418,874.0045304,31.39999962,-5.5,36.89999962,13.66666694,20.10000038,24.38333352,2.699999928,1288,131,79,14.72370606,365,263,309,326
908,Lonicera maackii,1703163504,36.972641,-86.463289,HUMAN_OBSERVATION,"cdround,gass84",13.97083336,12.64166669,34.07457338,874.8154587,31.5,-5.599999905,37.0999999,13.73333335,20.21666686,24.45000013,2.76666677,1287,131,79,14.70231736,365,263,308,326
909,Lonicera maackii,1802642651,36.984489,-86.451001,HUMAN_OBSERVATION,"cdround,gass84",13.8958335,12.44166666,33.71725418,874.0045304,31.39999962,-5.5,36.89999962,13.66666694,20.10000038,24.38333352,2.699999928,1288,131,79,14.72370606,365,263,309,326
910,Lonicera maackii,1802642642,36.972786,-86.464031,HUMAN_OBSERVATION,"cdround,gass84",13.97083336,12.64166669,34.07457338,874.8154587,31.5,-5.599999905,37.0999999,13.73333335,20.21666686,24.45000013,2.76666677,1287,131,79,14.70231736,365,263,308,326
911,Lonicera maackii,1802670114,36.95307,-86.472671,HUMAN_OBSERVATION,"cdround,gass84",13.96666659,12.79999977,34.40860172,873.6166565,31.5,-5.699999809,37.19999981,13.73333319,20.1833334,24.4333334,2.766666571,1288,131,79,14.79717636,366,263,308,326
912,Lonicera maackii,1500216971,36.942683,-84.035942,HUMAN_OBSERVATION,"cdround,gass84",12.87916678,13.39166662,36.89164339,830.7511976,30.5,-5.800000191,36.30000019,20.71666702,19.09999998,22.86666695,2.366666714,1236,124,76,13.01714019,348,267,325,295
913,Lonicera maackii,1836680548,36.952263,-86.470168,HUMAN_OBSERVATION,"cdround,gass84",13.96666659,12.79999977,34.40860172,873.6166565,31.5,-5.699999809,37.19999981,13.73333319,20.1833334,24.4333334,2.766666571,1288,131,79,14.79717636,366,263,308,326
914,Lonicera maackii,1257815424,37.028611,-94.515,PRESERVED_SPECIMEN,"cdround,gass84",13.93333344,11.91666659,31.52557243,921.0624757,32.20000076,-5.599999905,37.80000067,18.69999997,2.149999897,25.03333346,2.149999897,1128,132,44,29.52149233,360,169,304,169
915,Lonicera maackii,1257683501,37.0444,-89.5083,PRESERVED_SPECIMEN,gass84,14.07083333,12.59166662,32.45274766,931.8248578,32.40000153,-6.400000095,38.80000162,13.74999996,20.7166667,25.20000013,2.083333254,1207,130,77,17.23788597,371,262,279,277
916,Lonicera maackii,1841207261,36.916106,-86.436753,HUMAN_OBSERVATION,"cdround,gass84",14.00833326,12.78333304,34.36379824,872.0321873,31.60000038,-5.599999905,37.20000029,13.79999991,20.19999981,24.46666654,2.833333373,1293,132,79,14.9619679,367,263,311,327
917,Lonicera maackii,1260948580,36.78888,-90.43722,PRESERVED_SPECIMEN,gass84,14.02916657,12.42499973,32.10594381,929.5097839,32.59999847,-6.099999905,38.69999838,13.71666678,20.69999981,25.13333321,2.099999944,1192,129,76,17.44682158,364,259,270,275
919,Lonicera maackii,1303824010,36.693354,110.94066,PRESERVED_SPECIMEN,"cdround,gass84",9.766666641,13.26666659,31.2156861,1063.051641,29.60000038,-12.89999962,42.5,20.53333346,-4.083333333,22.25000016,-4.083333333,497,113,3,95.43413773,304,10,282,10
920,Lonicera maackii,1847581892,36.560383,-87.30307,HUMAN_OBSERVATION,"cdround,gass84",14.02500001,12.6,34.14634094,866.3625607,31.70000076,-5.199999809,36.90000057,13.70000005,20.30000003,24.39999994,2.933333317,1301,135,83,14.81111263,371,263,304,334
921,Lonicera maackii,1850968011,36.561092,-87.302855,HUMAN_OBSERVATION,"cdround,gass84",14.02500001,12.6,34.14634094,866.3625607,31.70000076,-5.199999809,36.90000057,13.70000005,20.30000003,24.39999994,2.933333317,1301,135,83,14.81111263,371,263,304,334
922,Lonicera maackii,1850968105,36.561895,-87.30268,HUMAN_OBSERVATION,gass84,14.02500001,12.6,34.14634094,866.3625607,31.70000076,-5.199999809,36.90000057,13.70000005,20.30000003,24.39999994,2.933333317,1301,135,83,14.81111263,371,263,304,334
923,Lonicera maackii,1848806905,36.56173,-87.303497,HUMAN_OBSERVATION,"cdround,gass84",14.02500001,12.6,34.14634094,866.3625607,31.70000076,-5.199999809,36.90000057,13.70000005,20.30000003,24.39999994,2.933333317,1301,135,83,14.81111263,371,263,304,334
924,Lonicera maackii,1230931171,36.58667,-79.04833,PRESERVED_SPECIMEN, ,14.37083335,13.72500016,37.80991612,816.5488871,32.40000153,-3.900000095,36.30000162,24.35000006,5.716666738,24.35000006,4.116666675,1111,112,80,10.13176237,306,254,306,260
925,Lonicera maackii,1030802594,36.585424,109.489638,PRESERVED_SPECIMEN,"cdround,gass84",10.27083334,12.87500013,31.32603481,1025.680384,29.39999962,-11.69999981,41.09999943,20.74999984,-3.050000052,22.31666644,-3.050000052,530,116,3,92.5798898,319,11,289,11
